name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,maintainence_duration
Honda Accord 2.4 MT,2009,450000,55000,Petrol,Individual,Manual,Second Owner,220
Maruti Alto LXi,2011,175000,60000,Petrol,Individual,Manual,Third Owner,114
Chevrolet Cruze LT,2011,350000,74000,Diesel,Individual,Manual,Second Owner,218
Ford Figo Aspire 1.5 TDCi Titanium,2020,530000,45000,Diesel,Dealer,Manual,First Owner,122
Honda City i-DTEC ZX,2017,1025000,38000,Diesel,Dealer,Manual,First Owner,66
Honda BR-V i-DTEC VX MT,2017,950000,24000,Diesel,Dealer,Manual,First Owner,0
Honda WR-V i-VTEC VX,2017,725000,29976,Petrol,Dealer,Manual,First Owner,49
Honda City i VTEC VX,2017,919999,41000,Petrol,Dealer,Manual,First Owner,148
Honda Jazz 1.5 V i DTEC,2018,700000,15000,Diesel,Dealer,Manual,First Owner,191
Honda Jazz 1.5 VX i DTEC,2017,725000,36000,Diesel,Dealer,Manual,First Owner,185
Honda BR-V i-VTEC VX MT,2017,840000,30646,Petrol,Dealer,Manual,First Owner,186
Maruti Wagon R VXI BS IV,2015,365000,23600,Petrol,Dealer,Manual,First Owner,37
Honda City i DTEC SV,2014,665000,71318,Diesel,Dealer,Manual,First Owner,112
Maruti 800 Std,2003,50000,78098,Petrol,Individual,Manual,First Owner,145
Hyundai EON Era Plus,2014,225000,30000,Petrol,Individual,Manual,First Owner,69
Hyundai i10 Era,2012,229999,45000,Petrol,Individual,Manual,Second Owner,168
Hyundai Santro Xing GL,2008,145000,67000,Petrol,Individual,Manual,First Owner,23
Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,143
Hyundai Verna 1.4 VTVT,2015,500000,25000,Petrol,Individual,Manual,First Owner,222
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,750000,18054,Petrol,Dealer,Manual,First Owner,27
Honda City i DTEC VX,2015,785000,40000,Diesel,Individual,Manual,First Owner,219
Hyundai i10 Sportz,2011,225000,30000,Petrol,Individual,Manual,First Owner,238
Hyundai Xcent 1.1 CRDi Base,2017,300000,80000,Diesel,Individual,Manual,First Owner,251
Hyundai i20 Asta 1.4 CRDi,2016,680000,20000,Diesel,Individual,Manual,First Owner,22
Mahindra TUV 300 T8,2016,700000,40000,Diesel,Individual,Manual,First Owner,104
Tata Indigo CS eLS BS IV,2011,180000,120000,Diesel,Individual,Manual,First Owner,61
Ford Fiesta 1.4 SXi TDCi ABS,2008,270000,120000,Diesel,Individual,Manual,Second Owner,225
Maruti Swift Dzire VXi,2010,370000,97000,Petrol,Individual,Manual,Second Owner,61
Mahindra Xylo H8 ABS with Airbags,2018,1100000,70000,Diesel,Individual,Manual,First Owner,5
Hyundai Accent CRDi,2004,120000,120000,Diesel,Individual,Manual,Second Owner,39
Skoda Rapid 1.6 TDI PRESTIGE,2013,430000,88000,Diesel,Individual,Manual,Second Owner,127
Maruti Swift ZDi,2014,550000,38406,Diesel,Dealer,Manual,First Owner,70
Hyundai Santro Xing GLS,2014,320000,54350,Petrol,Dealer,Manual,First Owner,221
Maruti Wagon R VXI BS IV,2015,390000,32260,Petrol,Dealer,Manual,First Owner,251
Renault Duster 85PS Diesel RxE,2014,550000,58231,Diesel,Dealer,Manual,First Owner,105
Maruti Swift VXI,2012,370000,59858,Petrol,Dealer,Manual,First Owner,0
Maruti Alto LXi BSIII,2010,190000,73350,Petrol,Dealer,Manual,First Owner,71
Renault Duster 110PS Diesel RxZ,2013,509999,88473,Diesel,Dealer,Manual,First Owner,32
Honda City S,2013,450000,96987,Petrol,Dealer,Manual,First Owner,239
Mercedes-Benz GLS 2016-2020 350d 4MATIC,2016,5500000,77350,Diesel,Dealer,Automatic,First Owner,71
Maruti Swift Dzire VDI,2015,550000,61187,Diesel,Dealer,Manual,First Owner,73
Mahindra Xylo E6,2009,400000,68350,Diesel,Dealer,Manual,First Owner,146
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,585000,81150,Diesel,Dealer,Manual,First Owner,75
Hyundai Grand i10 1.2 Kappa Asta,2019,500000,30000,Petrol,Individual,Manual,First Owner,249
Maruti Ciaz ZXi,2015,800000,30000,Petrol,Individual,Manual,First Owner,77
Maruti Swift Vdi BSIII,2009,265000,120000,Diesel,Individual,Manual,Second Owner,9
Ford Figo Diesel Titanium,2012,175000,180000,Diesel,Individual,Manual,First Owner,74
Fiat Palio 1.2 Sport,2007,125000,50000,Petrol,Individual,Manual,Second Owner,118
Tata Manza Aqua Quadrajet BS IV,2010,165000,80000,Diesel,Individual,Manual,First Owner,50
Mahindra Verito 1.5 D2 BSIII,2011,150000,280000,Diesel,Individual,Manual,First Owner,169
Hyundai Creta 1.6 CRDi SX Option,2015,1025000,90000,Diesel,Individual,Manual,Second Owner,138
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1030000,250000,Diesel,Individual,Manual,Second Owner,156
Chevrolet Cruze LT,2012,380000,90000,Diesel,Individual,Manual,Fourth & Above Owner,10
Maruti Swift Dzire LDi,2010,250000,110000,Diesel,Individual,Manual,Third Owner,70
Maruti Zen LX,2000,85000,80000,Petrol,Individual,Manual,Second Owner,189
Fiat Punto EVO 1.3 Dynamic,2016,500000,35000,Diesel,Individual,Manual,First Owner,209
Hyundai EON Era Plus,2018,350000,15000,Petrol,Individual,Manual,First Owner,121
Maruti Alto LXi BSIII,2010,190000,52000,Petrol,Individual,Manual,Second Owner,152
Volkswagen Jetta 1.9 TDI Trendline,2009,940000,140000,Diesel,Individual,Manual,First Owner,153
Maruti Swift VXI,2013,475000,60000,Petrol,Individual,Manual,Second Owner,139
Maruti Alto 800 LXI,2018,300000,17000,Petrol,Individual,Manual,First Owner,162
Chevrolet Beat LS,2016,250000,70000,Petrol,Individual,Manual,Third Owner,173
Maruti Zen LX,2001,93000,97000,Petrol,Individual,Manual,Fourth & Above Owner,196
Ford Figo Diesel ZXI,2012,290000,125000,Diesel,Individual,Manual,Second Owner,211
Tata Indica GLS BS IV,2010,75000,300000,Petrol,Individual,Manual,Third Owner,207
Mahindra XUV500 W8 2WD,2015,1000000,120000,Diesel,Individual,Manual,Second Owner,112
Hyundai i20 Asta 1.4 CRDi,2015,550000,87000,Diesel,Individual,Manual,First Owner,51
Fiat Punto 1.3 Emotion,2010,285000,75000,Diesel,Individual,Manual,Third Owner,250
Tata Indigo Grand Petrol,2014,240000,60000,Petrol,Individual,Manual,Second Owner,77
Hyundai Creta 1.6 VTVT S,2015,850000,25000,Petrol,Individual,Manual,First Owner,65
Hyundai i20 Active 1.2 SX,2016,650000,26000,Petrol,Individual,Manual,First Owner,192
Maruti Celerio Green VXI,2017,365000,78000,CNG,Individual,Manual,First Owner,151
Hyundai i20 Active 1.2 SX,2016,650000,26000,Petrol,Individual,Manual,First Owner,83
Chevrolet Sail 1.2 Base,2015,260000,35000,Petrol,Individual,Manual,First Owner,21
Tata Indigo Grand Petrol,2014,250000,100000,Petrol,Individual,Manual,First Owner,44
Tata New Safari 4X2,2007,550000,80000,Petrol,Individual,Manual,Second Owner,251
Maruti Wagon R LXI,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,107
Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,First Owner,236
Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner,82
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner,253
Maruti Swift VXI,2019,550000,51000,Petrol,Individual,Manual,First Owner,84
Maruti Alto LX BSIII,2008,85000,120000,Petrol,Individual,Manual,Second Owner,38
Hyundai EON Era Plus Sports Edition,2014,280000,55000,Petrol,Individual,Manual,First Owner,24
Hyundai EON Magna Plus,2018,360000,6000,Petrol,Individual,Manual,First Owner,68
Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner,6
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000,15000,Petrol,Individual,Automatic,First Owner,246
Ambassador CLASSIC 1500 DSL AC,2005,120000,50000,Diesel,Individual,Manual,Second Owner,35
Fiat Linea T Jet Emotion,2010,215000,90000,Petrol,Individual,Manual,Second Owner,96
Renault Scala Diesel RxL,2013,550000,38500,Diesel,Individual,Manual,First Owner,35
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,775000,35000,Petrol,Individual,Manual,First Owner,53
Maruti Gypsy King HT BSIV,2001,409999,49359,Petrol,Individual,Manual,Third Owner,220
Maruti 800 AC Uniq,2005,65000,70000,Petrol,Individual,Manual,Second Owner,242
Maruti Wagon R LXI Minor,2008,200000,90000,Petrol,Individual,Manual,Second Owner,107
Maruti Wagon R VXI BS IV,2010,240000,50000,Petrol,Individual,Manual,Second Owner,141
Toyota Innova 2.5 VX 8 STR,2012,800000,108731,Diesel,Individual,Manual,First Owner,78
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,400000,120000,Diesel,Individual,Manual,First Owner,151
Maruti Wagon R VXI BSIII,2012,229999,40000,Petrol,Individual,Manual,Second Owner,80
Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,120000,Diesel,Individual,Manual,First Owner,167
Toyota Corolla H2,2005,175000,100000,Petrol,Individual,Manual,Fourth & Above Owner,80
Maruti Ritz VDi,2012,250000,110000,Diesel,Individual,Manual,Fourth & Above Owner,43
Hyundai EON Magna Plus,2014,320000,80000,Petrol,Individual,Manual,First Owner,39
Nissan Micra Diesel XV,2013,300000,90000,Diesel,Individual,Manual,First Owner,0
Mahindra TUV 300 mHAWK100 T8,2017,800000,60000,Diesel,Individual,Manual,First Owner,99
Hyundai Verna SX AT Diesel,2009,245000,75000,Diesel,Dealer,Automatic,First Owner,239
Hyundai EON Magna Plus,2018,300000,20000,Petrol,Individual,Manual,First Owner,213
Hyundai Xcent 1.2 CRDi E,2017,350000,80000,Diesel,Individual,Manual,First Owner,196
Maruti Zen LX - BS III,2006,70000,105700,Petrol,Individual,Manual,First Owner,240
Maruti Celerio VXI Optional,2017,430999,14000,Petrol,Dealer,Manual,First Owner,253
Chevrolet Spark 1.0,2010,80000,70000,Petrol,Individual,Manual,First Owner,41
Maruti Alto 800 LXI Optional,2019,335000,28000,Petrol,Dealer,Manual,First Owner,156
Maruti Eeco 7 Seater Standard BSIV,2017,350000,51000,Petrol,Dealer,Manual,First Owner,192
Maruti Alto 800 LXI Opt BSIV,2018,315000,56000,Petrol,Dealer,Manual,First Owner,18
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019,1100000,35000,Diesel,Individual,Automatic,First Owner,20
Maruti Esteem Lxi - BSIII,2005,80000,24000,Petrol,Individual,Manual,First Owner,11
Maruti Alto K10 VXI Optional,2014,285000,64000,Petrol,Dealer,Manual,Second Owner,152
Tata Indigo TDI,2009,100000,120000,Diesel,Individual,Manual,Third Owner,7
Maruti Alto LXi,2011,225000,37091,Petrol,Individual,Manual,First Owner,135
Volvo XC 90 D5 Inscription BSIV,2017,4500000,80000,Diesel,Individual,Automatic,First Owner,208
Maruti Alto K10 VXI,2018,320000,38900,Petrol,Individual,Manual,Third Owner,73
Hyundai Creta 1.6 CRDi SX Plus,2016,1249000,60000,Diesel,Individual,Manual,Third Owner,60
Maruti Wagon R LXI Minor,2008,120000,110000,Petrol,Individual,Manual,Third Owner,149
Volkswagen Vento Diesel Trendline,2011,200000,100000,Diesel,Individual,Manual,Second Owner,99
Hyundai Creta 1.6 CRDi SX,2016,1151000,85000,Diesel,Individual,Manual,First Owner,162
Tata Indica Vista Quadrajet LS,2012,120000,140000,Diesel,Individual,Manual,First Owner,255
Renault KWID RXT,2017,220000,20000,Petrol,Individual,Manual,First Owner,222
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,750000,15000,Petrol,Individual,Manual,First Owner,193
Mahindra TUV 300 T10 Dual Tone,2018,784000,40000,Diesel,Individual,Manual,First Owner,44
Honda Jazz 1.2 S i VTEC,2017,500000,50000,Petrol,Individual,Manual,First Owner,105
Hyundai EON Era Plus,2018,350000,20000,Petrol,Individual,Manual,First Owner,177
Mahindra XUV500 W7 AT BSIV,2018,1400000,50000,Diesel,Individual,Automatic,First Owner,233
Mahindra Thar CRDe AC,2014,600000,100000,Diesel,Individual,Manual,Second Owner,44
Hyundai Grand i10 1.2 Kappa Magna BSIV,2019,525000,9400,Petrol,Individual,Manual,First Owner,128
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,930000,12000,Diesel,Individual,Manual,First Owner,44
Maruti Eeco 5 STR With AC Plus HTR CNG,2017,440000,14100,CNG,Dealer,Manual,First Owner,80
Maruti Celerio ZXI,2016,434999,21000,Petrol,Dealer,Manual,First Owner,208
Hyundai i10 Magna,2011,250000,28000,Petrol,Dealer,Manual,First Owner,172
Maruti Ertiga SHVS ZDI Plus,2017,940000,35000,Diesel,Dealer,Manual,First Owner,169
Hyundai Verna 1.6 CRDi AT SX,2017,1050000,31000,Diesel,Dealer,Automatic,First Owner,67
Maruti Ertiga SHVS ZDI,2016,825000,58000,Diesel,Dealer,Manual,First Owner,219
Maruti Wagon R VXI Minor,2012,229999,25000,Petrol,Individual,Manual,First Owner,155
Hyundai i20 1.2 Asta,2011,375000,72000,Petrol,Dealer,Manual,First Owner,101
Maruti Ertiga ZDI,2013,640000,89000,Diesel,Dealer,Manual,First Owner,126
Toyota Innova 2.5 V Diesel 8-seater,2012,800000,160000,Diesel,Dealer,Manual,First Owner,112
Ford Figo Petrol ZXI,2012,130000,30000,Petrol,Individual,Manual,Third Owner,98
Hyundai i10 Sportz 1.1L,2014,300000,37555,Petrol,Dealer,Manual,First Owner,165
Maruti Wagon R VXI BS IV,2018,440000,14000,Petrol,Dealer,Manual,First Owner,33
Maruti Ertiga VXI CNG,2014,595000,56600,CNG,Dealer,Manual,First Owner,86
Mahindra Scorpio EX,2013,450000,110000,Diesel,Individual,Manual,First Owner,97
Maruti Vitara Brezza VDi Option,2017,690000,50000,Diesel,Individual,Manual,First Owner,75
Maruti Alto 800 VXI,2019,300000,5000,Petrol,Individual,Manual,First Owner,175
Chevrolet Sail 1.2 Base,2014,170000,100000,Petrol,Individual,Manual,Second Owner,238
Toyota Etios Liva GD SP,2012,280000,120000,Diesel,Individual,Manual,First Owner,5
Maruti Swift VXI BSIII,2009,220000,67580,Petrol,Individual,Manual,Second Owner,99
Hyundai Santro Xing GLS,2009,140000,100000,Petrol,Individual,Manual,Third Owner,132
Maruti Esteem Lxi,2004,45000,60000,Petrol,Individual,Manual,First Owner,186
Ford Figo Diesel Titanium,2014,200000,125000,Diesel,Individual,Manual,Second Owner,214
Mahindra Scorpio 2.6 Turbo 7 Str,2008,325000,120000,Diesel,Individual,Manual,Second Owner,101
Hyundai Verna CRDi SX,2010,300000,130000,Diesel,Individual,Manual,Second Owner,32
Maruti 800 AC,2009,120000,250000,Petrol,Individual,Manual,Second Owner,32
Hyundai Creta 1.6 CRDi SX,2016,535000,52600,Diesel,Individual,Manual,First Owner,28
Honda City i DTEC S,2014,520000,82000,Diesel,Individual,Manual,First Owner,19
Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,First Owner,171
Mahindra Verito Vibe 1.5 dCi D6,2015,280000,40000,Diesel,Individual,Manual,First Owner,57
Nissan Sunny XL D,2013,225000,78000,Diesel,Dealer,Manual,First Owner,64
Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,2015,750000,48238,Petrol,Trustmark Dealer,Automatic,First Owner,6
Hyundai i20 1.2 Magna Executive,2016,535000,38365,Petrol,Dealer,Manual,First Owner,227
Mahindra XUV500 W10 1.99 mHawk,2016,1250000,23670,Diesel,Trustmark Dealer,Manual,First Owner,251
Maruti Baleno Zeta 1.2,2017,650000,49834,Petrol,Trustmark Dealer,Manual,First Owner,78
Honda Brio S MT,2013,295000,57353,Petrol,Trustmark Dealer,Manual,First Owner,149
Maruti Swift DDiS VDI,2015,480000,68308,Diesel,Trustmark Dealer,Manual,First Owner,18
Honda City i DTEC SV,2015,575000,63240,Diesel,Trustmark Dealer,Manual,First Owner,109
Mahindra Scorpio 1.99 S4,2016,509999,60000,Diesel,Individual,Manual,First Owner,201
Maruti Alto LXi,2008,69000,100000,Petrol,Individual,Manual,First Owner,49
Tata Manza Aura Safire BS IV,2013,200000,60000,Petrol,Individual,Manual,First Owner,140
Toyota Innova 2.5 GX 8 STR BSIV,2012,449000,90000,Diesel,Individual,Manual,First Owner,216
Tata Harrier XE,2020,426000,1000,Diesel,Individual,Manual,First Owner,10
Ford Ecosport 1.5 Petrol Ambiente,2017,650000,6000,Petrol,Individual,Manual,First Owner,26
Tata Tiago 1.05 Revotorq XM,2017,260000,50000,Diesel,Individual,Manual,First Owner,192
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,295000,90000,Diesel,Individual,Manual,Third Owner,120
Maruti Eeco 5 Seater AC BSIV,2017,260000,30000,Petrol,Dealer,Manual,First Owner,37
Tata Indica Vista Quadrajet LS,2012,120000,140000,Diesel,Individual,Manual,First Owner,34
Hyundai Verna SX,2007,155000,65000,Petrol,Dealer,Manual,First Owner,9
Honda Jazz 1.5 VX i DTEC,2015,450000,38000,Diesel,Individual,Manual,First Owner,8
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,320000,80000,Diesel,Individual,Manual,First Owner,83
Hyundai Verna i (Petrol),2007,123000,50000,Petrol,Individual,Manual,Second Owner,182
Hyundai Santro Xing XO,2006,80000,110000,Petrol,Individual,Manual,First Owner,222
Maruti SX4 Celebration Petrol,2012,220000,90000,Petrol,Individual,Manual,Second Owner,158
Hyundai i20 Active S Diesel,2018,650000,37000,Diesel,Dealer,Manual,First Owner,118
Maruti Alto 800 LXI,2018,285000,30000,Petrol,Dealer,Manual,First Owner,108
Honda Amaze V CVT Petrol BSIV,2018,725000,26000,Petrol,Dealer,Automatic,First Owner,156
Tata Indica Vista Aqua 1.2 Safire BSIV,2010,97000,128000,Petrol,Individual,Manual,First Owner,149
Maruti Ciaz ZXi,2016,625000,30000,Petrol,Dealer,Manual,First Owner,76
Hyundai i20 Active SX Petrol,2016,550000,23000,Petrol,Dealer,Manual,First Owner,28
Tata Indigo CR4,2012,130000,120000,Diesel,Individual,Manual,First Owner,119
Hyundai i10 Magna,2012,240000,40000,Petrol,Dealer,Manual,First Owner,21
Nissan Terrano XL 85 PS,2014,600000,27000,Diesel,Dealer,Manual,First Owner,32
Tata New Safari DICOR 2.2 EX 4x2,2012,350000,65000,Diesel,Dealer,Manual,First Owner,29
Hyundai EON Magna Plus,2015,245000,32000,Petrol,Dealer,Manual,First Owner,150
Maruti Swift 1.3 VXi,2009,199000,52536,Petrol,Individual,Manual,First Owner,209
Mahindra Xylo E4,2011,330000,100000,Diesel,Individual,Manual,Second Owner,90
Maruti Ritz VXI,2009,150000,80000,Petrol,Individual,Manual,First Owner,166
Hyundai Creta 1.6 CRDi SX,2016,927999,90000,Diesel,Individual,Manual,First Owner,226
Maruti Zen LXI,2003,70000,60000,Petrol,Individual,Manual,Fourth & Above Owner,146
Hyundai Xcent 1.2 CRDi SX,2015,399000,55000,Diesel,Dealer,Manual,First Owner,62
Maruti Swift VDI Optional,2015,350000,90000,Diesel,Individual,Manual,First Owner,38
Mahindra Scorpio 2.6 CRDe,2006,125000,50000,Diesel,Individual,Manual,Second Owner,35
Hyundai Santro Xing XS,2008,150000,90000,Petrol,Individual,Manual,Second Owner,9
Hyundai EON Era Plus,2015,250000,25000,Petrol,Individual,Manual,First Owner,16
Hyundai Verna 1.6 SX CRDi (O),2014,675000,61000,Diesel,Dealer,Manual,First Owner,70
Maruti S-Cross Alpha DDiS 200 SH,2018,950000,30000,Diesel,Individual,Manual,First Owner,134
Maruti Eeco 5 STR With AC Plus HTR CNG,2018,409999,45000,CNG,Individual,Manual,First Owner,236
Fiat Linea Emotion (Diesel),2011,225000,60000,Diesel,Individual,Manual,First Owner,239
Honda Civic 1.8 V MT,2008,350000,75000,Petrol,Individual,Manual,Second Owner,237
Tata Indica LSI,2005,51111,140000,Petrol,Individual,Manual,Third Owner,163
Chevrolet Sail 1.3 LS,2013,290000,56000,Diesel,Dealer,Manual,First Owner,113
Toyota Camry Hybrid,2006,310000,62000,Electric,Dealer,Automatic,Second Owner,240
Hyundai Verna CRDi SX,2007,212000,58000,Diesel,Dealer,Manual,Second Owner,151
Skoda Octavia Elegance 2.0 TDI AT,2013,900000,49000,Diesel,Dealer,Automatic,Second Owner,208
Chevrolet Beat Diesel LT,2011,221000,56000,Diesel,Dealer,Manual,Second Owner,87
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,675000,73000,Diesel,Dealer,Manual,First Owner,250
Honda Amaze S i-Dtech,2014,421000,69000,Diesel,Dealer,Manual,First Owner,239
Maruti SX4 Zxi BSIII,2008,350000,10000,Petrol,Individual,Manual,First Owner,134
Hyundai Accent Executive CNG,2010,140000,110000,CNG,Individual,Manual,First Owner,230
Skoda Octavia Ambiente 1.9 TDI MT,2002,90000,116000,Diesel,Individual,Manual,Second Owner,84
Honda City Edge Edition Diesel SV,2018,830000,40000,Diesel,Individual,Manual,First Owner,253
Maruti Wagon R LXI Minor,2009,180000,30000,Petrol,Individual,Manual,First Owner,18
Maruti Swift Vdi BSIII,2009,210000,109000,Diesel,Individual,Manual,Second Owner,166
Maruti SX4 S Cross DDiS 320 Zeta,2017,700000,90000,Diesel,Individual,Manual,First Owner,181
Tata Nano Cx BSIII,2014,45000,7000,Petrol,Individual,Manual,Second Owner,166
Tata Indigo LX,2012,125000,120000,Diesel,Individual,Manual,First Owner,41
Hyundai Verna 1.6 VTVT S,2017,530000,64916,Petrol,Individual,Manual,First Owner,185
Ford Ecosport 1.5 DV5 MT Trend,2018,800000,37161,Diesel,Dealer,Manual,First Owner,37
Maruti Baleno Zeta 1.2,2016,580000,15000,Petrol,Individual,Manual,First Owner,76
Audi Q3 2.0 TDI Quattro Premium Plus,2012,1400000,118000,Diesel,Individual,Automatic,Second Owner,160
Renault KWID 1.0 RXL,2018,300000,50852,Petrol,Individual,Manual,First Owner,159
Renault KWID RXT Optional,2016,300000,30000,Petrol,Individual,Manual,First Owner,38
Maruti Ciaz ZDi SHVS,2015,700000,77000,Diesel,Individual,Manual,First Owner,26
Nissan Sunny XL,2012,250000,70000,Petrol,Individual,Manual,Third Owner,184
Chevrolet Tavera Neo 3 9 Str BSIII,2016,500000,120000,Diesel,Individual,Manual,First Owner,35
Honda Accord 2.4 AT,2009,428000,40000,Petrol,Individual,Automatic,Third Owner,41
